,1D Gray Entropy,2D Gray Entropy,1D Hue Entropy,Color Richness,Area,Horizontal Intervals,Vertical Intervals,Dominant X,Dominant Y,Dominant Z,label
0,3.757318877712695,8.199638492087686,2.9843056808983133,4.0,0.18017187597479567,0.0,0.009840310746655158,-0.022779220850088926,-0.03135290774048238,0.8235294117647058,1
1,4.71488817019603,9.984443460704087,4.135667761468236,3.0,0.9835209167255318,0.0036264155745005726,0.006751624609671702,-0.04559328552678981,-0.1024041959362848,0.7725490196078432,1
2,5.070659124656516,10.30457117756642,4.157235309148032,4.0,0.9958052024083831,0.0033483097988874625,0.007572733843216362,-0.014302088549891255,0.20452939512593582,0.396078431372549,1
3,4.861554470697883,9.968198710274935,4.632746506878313,4.0,0.9958028659261984,0.0021962011655514784,0.0037859966730756766,-0.034903352070172464,-0.07839421228213322,0.23529411764705882,1
4,4.831611839441459,9.891949093669059,4.300435853390769,2.0,0.9767158168611363,0.0023473116211721852,0.006901202652579521,-0.1224849682839314,0.2303607214586958,0.4588235294117647,1
5,4.62183461489813,9.527658931254805,4.017311739411776,5.0,0.9750560377033163,0.0014565735325969243,0.0045300236871118095,0.6295197418432622,0.06616519105108215,0.7686274509803922,1
6,4.435205791594132,8.815174988829424,2.846032835709851,2.0,0.9804204329673825,0.0005733070348454964,0.001186949853994664,-0.4612807437801941,-0.04848255981779976,0.8156862745098039,1
7,4.048551658646673,8.808888904434038,2.1981303551390234,1.0,0.9811351679416318,0.0023062730627306273,0.0030610794678094695,-0.5418060375184571,-0.17604345312765166,0.7411764705882353,1
8,4.484922395419019,9.25721047221793,3.3237773852750108,4.0,0.9811562302749769,0.0024929713582850115,0.004099567146766685,0.5014981723338758,0.22328137195284525,0.7607843137254902,1
9,4.69233658990226,9.915810951195027,2.272552659640453,1.0,0.9815044752257269,0.007252640093968507,0.0075895467231470145,0.5516586999109704,-0.1172586764684307,0.8509803921568627,1
10,4.958007097319616,9.666791668972198,3.8888061995306984,5.0,0.9825784712493958,0.003338785119748315,0.0036755963150983777,0.3421212505028741,0.3542769258876633,0.7176470588235294,1
11,3.8891759921802467,8.040763660967656,1.4351209989951643,1.0,0.9833907812922411,0.0008225616921269095,0.0018122121780658367,0.7032987312572088,0.0,0.807843137254902,1
12,4.990397968514113,9.67978876233767,4.43651961462624,4.0,0.9833907812922411,0.003530605704518748,0.0035871141054067885,1.6334274031534017e-17,0.2667589388696655,0.6941176470588235,1
13,5.003232336971413,9.719961109147608,4.587125941354244,4.0,0.9815179996337284,0.0032190862449165032,0.003986125640037439,0.0029369089200110346,0.009038876233301114,0.807843137254902,1
14,4.850996745470328,10.034059990526107,3.1827154518080385,3.0,0.9811806617746713,0.004098226822976194,0.003749836963610278,0.4244526776824031,0.18897850766022417,0.7137254901960784,1
15,5.092745289919565,9.722925056932901,4.181366050452975,7.0,0.9812393705780804,0.0019798882199348307,0.002146686659259339,-0.0826255299662385,-0.002885347086084503,0.25098039215686274,1
16,4.698367325488695,9.426515137192995,3.3394584070818296,5.0,0.9014465360481496,0.0011808252151599792,0.00282556115644567,0.07532910179806818,0.058853544492492,0.8705882352941177,1
17,5.144858314034276,9.894936085815367,4.345929819003902,6.0,0.981198020471442,0.002291306098901697,0.0029769328373586094,0.4166347781299637,0.4314379425329857,0.7843137254901961,1
18,4.68647692970503,9.88915421626447,4.502782312109837,2.0,0.9856015926634593,0.0018932647272247509,0.004274578828262509,-0.06397709402662359,0.04315309480378636,0.7568627450980392,1
19,5.002942929816035,9.596378307782839,4.320773050308555,6.0,0.981218750100353,0.0023511739542174184,0.003882970093559029,0.23814098312019924,0.30480655862693223,0.7529411764705882,1
20,5.124099487489193,9.826907012793304,3.886749814686863,5.0,0.981218750100353,0.0013388629461515854,0.0020658698826456112,0.0870919747500729,0.058744278717549746,0.8117647058823529,1
21,4.965196632623242,9.726774637899128,3.836929021355363,6.0,0.9876099569530227,0.0032941595441595443,0.005840876707736149,0.40863016345267605,0.4538297734672407,0.8196078431372549,1
22,4.44211543853178,8.552554088589913,3.2306655548325525,2.0,1.0,0.0005872975920798725,0.0022147413182140325,-0.04268904034377783,-0.044205795342610536,0.8705882352941177,1
23,5.000617804510326,9.905674229887598,3.9592192654032603,3.0,0.9704606851556543,0.0022765441313677926,0.002195974756950367,-0.02383822183846488,-0.04887559781182397,0.8156862745098039,1
24,5.038555133706353,9.804026449393879,4.148158226743019,4.0,0.9805737160239305,0.001521345894457282,0.0013937282229965157,-0.0015859748213131832,-0.04541637668345141,0.7725490196078432,1
25,4.562146411895136,8.984936033121029,3.597161093497423,5.0,0.9587165476306437,0.00015228978570651583,0.00030844155844155847,-0.011446299651287222,-0.008316223484953098,0.3607843137254902,1
26,4.628592068226452,9.651910490572945,4.3628200706230915,2.0,0.9865996116174868,0.001718834336860088,0.0032015459340888914,0.004342084984706149,-0.02042790375696283,0.7607843137254902,1
27,4.98335782411437,10.079922453525148,4.487281546621325,3.0,0.9865737574010393,0.003013200438093142,0.004014315100121742,0.046011550440169,-0.04142898610074222,0.7176470588235294,1
28,5.008996777830351,10.363446880140941,4.385536547308889,4.0,0.9968921809618524,0.0026875419928436384,0.007308513332609718,0.13959908830129758,0.05080991287237154,0.8235294117647058,1
29,4.7570960891326814,10.13260274323015,4.6458969294852865,2.0,0.9865116690407982,0.0028043611547996696,0.006660086183107262,0.17003218742790668,0.023896465547391475,0.796078431372549,1
30,5.165522813235756,10.214136078385758,4.39755425886115,6.0,0.9968938279471155,0.003281301270332349,0.0073971980466854565,0.455950703388321,-0.1307417603300838,0.8117647058823529,1
